,num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehículo,tipo_persona,rango_edad,sexo,cod_lesividad,tipo_lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,tipo_vehiculo,lesividad
63,2023S005111,15/02/2023,2:25:00,"CALL. TOLOSA, 18",18,12,USERA,Caída,Despejado,,Conductor,De 40 a 44 años,Mujer,14.0,,439302.595,4469441.725,N,,Bicicleta,Sin asistencia sanitaria
64,2023S005163,16/02/2023,10:10:00,CALL. JESUS GOLDERO / RICAR,21,2,ARGANZUELA,Colisión fronto-lateral,Despejado,,Conductor,De 25 a 29 años,Hombre,,,441165.303,4470818.959,N,,Bicicleta,
65,2023S005258,16/02/2023,17:20:00,CALL. CEA BERMUDEZ / GUZMAN EL BU,50,7,CHAMBERÍ,Caída,Despejado,,Conductor,De 40 a 44 años,Mujer,5.0,,439524.716,4476742.982,N,,Bicicleta,Asistencia sanitaria ambulatoria con posterioridad
66,2023S005280,16/02/2023,21:50:00,PASEO. LA HABANA / HERRE,73,5,CHAMARTÍN,Alcance,Despejado,,Conductor,De 25 a 29 años,Hombre,3.0,,442187.175,4478560.356,N,,Bicicleta,Ingreso superior a 24 horas
67,2023S005357,17/02/2023,16:30:00,"CALL. JACOBINIA, 24",24,11,CARABANCHEL,Alcance,Despejado,,Conductor,De 45 a 49 años,Hombre,,,436304.604,4469839.367,N,,Bicicleta,
68,2023S005466,17/02/2023,20:05:00,"AVDA. REINA VICTORIA, 36",36,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,,Conductor,De 18 a 20 años,Hombre,7.0,,439722.118,4477599.83,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
69,2023S005485,17/02/2023,22:45:00,"CALL. PINTOR ANTONIO SAURA, 2A",2A,16,HORTALEZA,Atropello a persona,Despejado,,Conductor,De 30 a 34 años,Hombre,14.0,,444588.219,4481766.148,N,,Bicicleta,Sin asistencia sanitaria
70,2023S005485,17/02/2023,22:45:00,"CALL. PINTOR ANTONIO SAURA, 2A",2A,16,HORTALEZA,Atropello a persona,Despejado,,Peatón,De 50 a 54 años,Mujer,7.0,,444588.219,4481766.148,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
71,2023S005629,18/02/2023,0:55:00,"CALL. PEZ, 40",40,1,CENTRO,Alcance,Despejado,,Conductor,De 40 a 44 años,Hombre,14.0,,440016.675,4475092.031,N,,Bicicleta,Sin asistencia sanitaria
72,2023S005777,19/02/2023,11:50:00,"CALL. ARROYO DEL MONTE, 2",2,8,FUENCARRAL-EL PARDO,Caída,Despejado,,Conductor,De 50 a 54 años,Mujer,5.0,,438094.692,4482051.385,N,,Bicicleta,Asistencia sanitaria ambulatoria con posterioridad
73,2023S005838,20/02/2023,9:45:00,CALL. SOR ANGELA DE LA CRUZ - TUNEL 07S T-SAC 340,37,6,TETUÁN,Alcance,Despejado,,Conductor,De 21 a 24 años,Hombre,2.0,,440968.04,4479037.772,N,,Bicicleta,Ingreso inferior o igual a 24 horas
74,2023S005839,20/02/2023,9:40:00,AVDA. PORTUGAL / PROVINCIAS,157,10,LATINA,Colisión frontal,,,Conductor,De 55 a 59 años,Hombre,14.0,,437303.887,4473652.016,N,,Bicicleta,Sin asistencia sanitaria
75,2023S005923,21/02/2023,13:20:00,"CALL. MARGARITAS, 3",3,6,TETUÁN,Atropello a persona,Despejado,,Conductor,De 18 a 20 años,Hombre,14.0,,440093.4,4478708.362,N,,Bicicleta,Sin asistencia sanitaria
76,2023S005923,21/02/2023,13:20:00,"CALL. MARGARITAS, 3",3,6,TETUÁN,Atropello a persona,Despejado,,Peatón,De 65 a 69 años,Hombre,5.0,,440093.4,4478708.362,N,,Bicicleta,Asistencia sanitaria ambulatoria con posterioridad
77,2023S005985,22/02/2023,9:05:00,PASEO. GINEBRA / CALL. SUECIA,15,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,,Conductor,De 10 a 14 años,Hombre,6.0,,448735.132,4475069.29,N,,Bicicleta,Asistencia sanitaria inmediata en centro de salud o mutua
78,2023S006101,23/02/2023,8:50:00,"CALL. CROMO, 5",5,2,ARGANZUELA,Colisión fronto-lateral,Despejado,,Conductor,De 30 a 34 años,Hombre,7.0,,441552.317,4471313.212,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
79,2023S006102,22/02/2023,13:37:00,AVDA. PARTENON / LUXEMBURGO,8,21,BARAJAS,Colisión fronto-lateral,Despejado,,Conductor,De 70 a 74 años,Hombre,2.0,,447732.423,4479388.329,N,,Bicicleta,Ingreso inferior o igual a 24 horas
80,2023S006132,23/02/2023,18:00:00,"CMNO. PERALES, 102",102,12,USERA,Colisión fronto-lateral,Despejado,,Conductor,De 10 a 14 años,Hombre,7.0,,441482.937,4469577.018,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
81,2023S006235,23/02/2023,21:15:00,"CALL. PRINCESA, 98",98,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,,Conductor,De 18 a 20 años,Hombre,1.0,,439008.374,4476264.295,N,,Bicicleta,Atención en urgencias sin posterior ingreso
82,2023S006277,25/02/2023,0:50:00,CALL. MARQUES DE VIANA / CALL. CACTUS,12,6,TETUÁN,Colisión lateral,Despejado,,Conductor,De 25 a 29 años,Mujer,7.0,,440654.517,4479206.273,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
83,2023S006664,26/02/2023,16:35:00,"PASEO. GENERAL MARTINEZ CAMPOS, 21",21,7,CHAMBERÍ,Alcance,Despejado,,Conductor,De 21 a 24 años,Hombre,7.0,,441006.684,4476280.726,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
84,2023S006670,26/02/2023,16:04:00,"PASEO. INFANTA ISABEL, 1",1,3,RETIRO,Alcance,Despejado,,Conductor,De 30 a 34 años,Hombre,7.0,,441357.022,4473347.547,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
85,2023S006740,27/02/2023,20:40:00,"PASEO. FERNAN NUÑEZ, 1",1,3,RETIRO,Atropello a animal,Despejado,,Conductor,De 45 a 49 años,Mujer,2.0,,442176.214,4474654.986,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
86,2023S006740,27/02/2023,20:40:00,"PASEO. FERNAN NUÑEZ, 1",1,3,RETIRO,Atropello a animal,Despejado,,Peatón,De 35 a 39 años,Mujer,14.0,,442176.214,4474654.986,N,,Bicicleta EPAC (pedaleo asistido),Sin asistencia sanitaria
87,2023S006796,28/02/2023,13:20:00,"CALL. MARCELO USERA, 13",13,12,USERA,Alcance,Despejado,,Conductor,De 21 a 24 años,Hombre,2.0,,440515.942,4470971.979,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
88,2023S006922,01/03/2023,15:20:00,"CALL. VELAZQUEZ, 52",52,4,SALAMANCA,Colisión frontal,Despejado,,Conductor,De 35 a 39 años,Hombre,2.0,,441984.559,4475416.663,N,,Bicicleta,Ingreso inferior o igual a 24 horas
89,2023S007130,01/03/2023,22:10:00,"CALL. BRAVO MURILLO, 125",125,6,TETUÁN,Colisión fronto-lateral,Despejado,,Conductor,De 25 a 29 años,Mujer,7.0,,440335.95,4477867.582,N,,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria sólo en el lugar del accidente
90,2023S007134,02/03/2023,1:00:00,"CALL. LEONCIO BAUTISTA, 1",1,11,CARABANCHEL,Alcance,Despejado,,Conductor,De 21 a 24 años,Hombre,1.0,,437868.687,4472101.045,N,,Bicicleta,Atención en urgencias sin posterior ingreso
91,2023S007355,02/03/2023,13:30:00,"AVDA. LUIS ARAGONES, 4 POSTERIOR E5 DE ESTADIO DEP",4,20,SAN BLAS-CANILLEJAS,Atropello a animal,Despejado,,Conductor,De 45 a 49 años,Hombre,2.0,,449399.629,4476358.951,N,,Bicicleta,Ingreso inferior o igual a 24 horas
92,2023S007386,03/03/2023,9:27:00,CALL. DOCTOR ESQUERDO / CALL. O'DONNELL,53,4,SALAMANCA,Colisión lateral,Despejado,,Conductor,De 60 a 64 años,Hombre,2.0,,443243.196,4474711.952,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
93,2023S007599,03/03/2023,20:10:00,CALL. CASINO / CALL. RIBERA DE CURTIDORES,20,1,CENTRO,Caída,,,Conductor,De 30 a 34 años,Hombre,,,439994.009,4473067.525,N,,Bicicleta,
94,2023S007696,04/03/2023,10:32:00,"CALL. JULIAN CAMARILLO, 81",81,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,,Conductor,De 21 a 24 años,Hombre,1.0,,447703.493,4476648.326,N,,Bicicleta,Atención en urgencias sin posterior ingreso
95,2023S007709,04/03/2023,16:12:00,"CALL. TOLEDO, 174",174,2,ARGANZUELA,Caída,Despejado,,Conductor,De 30 a 34 años,Mujer,7.0,,439412.075,4472596.614,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
96,2023S007813,05/03/2023,12:10:00,CAMINO ALTO DE HORTALEZA,6,16,HORTALEZA,Caída,Nublado,,Conductor,De 60 a 64 años,Hombre,2.0,,446767.069,4480665.39,N,,Bicicleta,Ingreso inferior o igual a 24 horas
97,2023S007815,05/03/2023,12:32:00,CALL. THALER / VIA LUSI,12,11,CARABANCHEL,Caída,Despejado,,Conductor,De 55 a 59 años,Hombre,7.0,,438004.472,4468852.797,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
98,2023S007922,06/03/2023,19:30:00,CALL. VILLANUEVA / CALL. CID,9,4,SALAMANCA,Alcance,Lluvia débil,,Conductor,De 35 a 39 años,Hombre,,,441760.904,4474870.88,N,,Bicicleta EPAC (pedaleo asistido),
99,2023S008165,07/03/2023,9:15:00,CARETAR DE HUMERA -- AVDA DEL TALGO,1,9,MONCLOA-ARAVACA,Caída,Lluvia débil,,Conductor,De 35 a 39 años,Hombre,,,434115.543,4477681.047,N,,Bicicleta,
100,2023S008179,08/03/2023,9:55:00,GLORIETA JAVIER BELLOSILLO,0,16,HORTALEZA,Colisión fronto-lateral,Lluvia débil,,Conductor,De 65 a 69 años,Hombre,6.0,,448423.389,4482441.251,N,,Bicicleta,Asistencia sanitaria inmediata en centro de salud o mutua
101,2023S008470,09/03/2023,17:45:00,"PASEO. EMBARCADERO, 2",2,9,MONCLOA-ARAVACA,Caída,Despejado,,Conductor,De 30 a 34 años,Hombre,1.0,,437780.786,4474335.115,N,,Bicicleta EPAC (pedaleo asistido),Atención en urgencias sin posterior ingreso
102,2023S008470,09/03/2023,17:45:00,"PASEO. EMBARCADERO, 2",2,9,MONCLOA-ARAVACA,Caída,Despejado,,Pasajero,De 35 a 39 años,Mujer,1.0,,437780.786,4474335.115,N,,Bicicleta EPAC (pedaleo asistido),Atención en urgencias sin posterior ingreso
103,2023S008493,09/03/2023,21:40:00,CALL. ANTONIO DE LEYVA / CALL. ARLANZA,77,11,CARABANCHEL,Colisión lateral,Despejado,,Conductor,De 30 a 34 años,Hombre,,,439179.285,4471063.079,N,,Bicicleta,
104,2023S008500,09/03/2023,23:10:00,PASEO. PRADO / PLAZA. CIBELES,1,3,RETIRO,Alcance,Despejado,,Conductor,De 25 a 29 años,Hombre,1.0,,441200.496,4474441.254,N,,Bicicleta,Atención en urgencias sin posterior ingreso
105,2023S008520,10/03/2023,9:07:00,CALL. ANTONIO LOPEZ / SEBASTIAN GOME,214,12,USERA,Colisión fronto-lateral,Despejado,,Conductor,De 65 a 69 años,Hombre,7.0,,440808.225,4470870.183,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
106,2023S008681,10/03/2023,23:20:00,AVDA. CIUDAD DE BARCELONA / CALL. ARREGUI Y ARUEJ,226,3,RETIRO,Colisión lateral,Despejado,,Conductor,De 18 a 20 años,Hombre,14.0,,443165.292,4472208.802,N,,Bicicleta,Sin asistencia sanitaria
107,2023S008831,11/03/2023,20:10:00,CALL. HORTALEZA / CALL. PEREZ GALDOS,44,1,CENTRO,Colisión lateral,,,Conductor,De 25 a 29 años,Hombre,,,440626.294,4474863.073,N,,Bicicleta,
108,2023S009109,12/03/2023,17:58:00,CALL. BARICHARA / CALL. GREGORIO SANCHEZ HERRAEZ,2,16,HORTALEZA,Colisión fronto-lateral,Despejado,,Conductor,Más de 74 años,Mujer,2.0,,445840.786,4480785.956,N,,Bicicleta,Ingreso inferior o igual a 24 horas
109,2023S009138,13/03/2023,6:45:00,AVDA. MEDITERRANEO / CALL. JUAN DE URBIETA,19,3,RETIRO,Colisión fronto-lateral,Despejado,,Conductor,Desconocido,Desconocido,,,442726.971,4473177.134,N,,Bicicleta,
110,2023S009230,14/03/2023,7:45:00,CALL. PRADO / CALL. LEON,1,1,CENTRO,Caída,Despejado,,Conductor,De 55 a 59 años,Hombre,7.0,,440738.212,4474036.01,N,,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria sólo en el lugar del accidente
111,2023S009330,14/03/2023,13:59:00,CALLE ATOCHA CON CALLE CONCEPCION JERONIMA,14,1,CENTRO,Alcance,Despejado,,Conductor,De 35 a 39 años,Hombre,,,440275.927,4473977.069,N,,Bicicleta EPAC (pedaleo asistido),
112,2023S009478,15/03/2023,18:32:00,CALL. PORTOMARIN / AVDA. CAMINO DE SANTIAGO,21,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,,Conductor,De 60 a 64 años,Hombre,7.0,,443562.47,4484760.221,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
113,2023S009480,15/03/2023,18:20:00,"METRO. RONDA DE LA COMUNICACION, 0",0,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,,Conductor,De 25 a 29 años,Mujer,6.0,,443567.242,4485119.797,N,,Bicicleta,Asistencia sanitaria inmediata en centro de salud o mutua
114,2023S009601,16/03/2023,1:40:00,CALL. INFANTA MERCEDES / CALL. GENERAL MARGALLO,69,6,TETUÁN,Colisión fronto-lateral,Despejado,,Conductor,De 18 a 20 años,Hombre,7.0,,440972.709,4479135.359,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
115,2023S009616,16/03/2023,9:15:00,"AVDA. RAFAELA YBARRA, 131",131,17,VILLAVERDE,Caída,Despejado,,Conductor,De 40 a 44 años,Mujer,2.0,,439317.135,4468367.436,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
116,2023S009709,16/03/2023,14:05:00,"CALL. TOLEDO, 52",52,1,CENTRO,Colisión lateral,Despejado,,Conductor,De 21 a 24 años,Mujer,2.0,,439914.004,4473684.376,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
117,2023S009767,17/03/2023,0:10:00,"CALL. CARLOS Y GUILLERMO FERNANDEZ SHAW, 2",2,3,RETIRO,Colisión fronto-lateral,Despejado,,Conductor,De 25 a 29 años,Mujer,14.0,,443268.845,4472876.422,N,,Bicicleta,Sin asistencia sanitaria
118,2023S009788,17/03/2023,9:10:00,"CALL. TOLEDO, 77",77,1,CENTRO,Colisión lateral,Nublado,,Conductor,De 35 a 39 años,Hombre,2.0,,439839.312,4473559.655,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
119,2023S010121,18/03/2023,9:20:00,CALL. MALMOE / CALL. HERMANOS GARCIA NOBLEJAS,57,15,CIUDAD LINEAL,Colisión fronto-lateral,,,Conductor,De 70 a 74 años,Hombre,,,447258.172,4473972.912,N,,Bicicleta,
120,2023S010345,19/03/2023,12:50:00,AVDA. LOGROÑO / CIRCUNVALACIÓN,17,16,HORTALEZA,Caída,Despejado,,Conductor,De 25 a 29 años,Hombre,14.0,,448565.728,4478218.527,N,,Bicicleta,Sin asistencia sanitaria
121,2023S010345,19/03/2023,12:50:00,AVDA. LOGROÑO / CIRCUNVALACIÓN,17,16,HORTALEZA,Caída,Despejado,,Conductor,De 60 a 64 años,Hombre,1.0,,448565.728,4478218.527,N,,Bicicleta EPAC (pedaleo asistido),Atención en urgencias sin posterior ingreso
122,2023S010533,20/03/2023,13:15:00,"PASEO. MELANCOLICOS, 79",79,2,ARGANZUELA,Colisión fronto-lateral,Despejado,,Conductor,De 40 a 44 años,Hombre,7.0,,439122.603,4472552.152,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
123,2023S010535,20/03/2023,14:25:00,CALL. HALCONERO DEL REY / CREMATORIO,0,11,CARABANCHEL,Colisión fronto-lateral,,,Conductor,De 45 a 49 años,Hombre,,,437698.991,4469158.091,N,,Bicicleta,
124,2023S010560,20/03/2023,19:40:00,"CALL. POBLADURA DEL VALLE, 27",27,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,,Conductor,De 21 a 24 años,Hombre,1.0,,447724.445,4475399.674,N,,Bicicleta,Atención en urgencias sin posterior ingreso
125,2023S010570,20/03/2023,20:51:00,"CALL. SANTA HORTENSIA, 46A",46A,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,,Conductor,De 15 a 17 años,Hombre,5.0,,443724.829,4477291.713,N,,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria ambulatoria con posterioridad
126,2023S010603,21/03/2023,10:15:00,GTA. RUIZ JIMENEZ / ALBERTO AGUILERA,1,1,CENTRO,Colisión fronto-lateral,Despejado,,Conductor,De 50 a 54 años,Hombre,1.0,,440102.273,4475675.553,N,,Bicicleta,Atención en urgencias sin posterior ingreso
127,2023S010711,21/03/2023,19:45:00,CALL. BRAVO MURILLO / CALL. JUAN PANTOJA,131,6,TETUÁN,Alcance,Despejado,,Conductor,De 60 a 64 años,Hombre,14.0,,440336.478,4477943.167,N,,Bicicleta,Sin asistencia sanitaria
128,2023S010761,22/03/2023,12:00:00,CALL. PEÑA DE LA ATALAYA / PUERTO BALBARAN,131,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,,Conductor,De 35 a 39 años,Hombre,7.0,,443206.586,4470566.175,N,1.0,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
129,2023S010878,22/03/2023,17:30:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. CASTILLO DE AREVALO,69,20,SAN BLAS-CANILLEJAS,Colisión frontal,Despejado,,Conductor,De 50 a 54 años,Hombre,14.0,,446498.273,4475398.984,N,1.0,Bicicleta,Sin asistencia sanitaria
130,2023S010878,22/03/2023,17:30:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. CASTILLO DE AREVALO,69,20,SAN BLAS-CANILLEJAS,Colisión frontal,Despejado,,Conductor,De 50 a 54 años,Hombre,2.0,,446498.273,4475398.984,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
131,2023S011109,24/03/2023,11:45:00,"AUTOV. M-607, +01305E",+01305E,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,,Conductor,De 35 a 39 años,Mujer,3.0,,440440.411,4488796.858,N,,Bicicleta,Ingreso superior a 24 horas
132,2023S011109,24/03/2023,11:45:00,"AUTOV. M-607, +01305E",+01305E,8,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,,Conductor,De 40 a 44 años,Hombre,2.0,,440440.411,4488796.858,N,,Bicicleta,Ingreso inferior o igual a 24 horas
133,2023S011217,24/03/2023,15:43:00,"AVDA. LUIS ARAGONES, 2",2,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,,Conductor,De 18 a 20 años,Hombre,2.0,,448717.834,4476385.234,N,,Bicicleta,Ingreso inferior o igual a 24 horas
134,2023S011217,24/03/2023,15:43:00,"AVDA. LUIS ARAGONES, 2",2,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,,Conductor,De 60 a 64 años,Hombre,14.0,,448717.834,4476385.234,N,,Bicicleta,Sin asistencia sanitaria
135,2023S011308,24/03/2023,20:11:00,AVDA. ALBUFERA / AVDA. PABLO NERUDA,1,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,,Conductor,De 50 a 54 años,Hombre,2.0,,445370.449,4471197.398,N,,Bicicleta,Ingreso inferior o igual a 24 horas
136,2023S011551,25/03/2023,1:05:00,AVDA. MARQUES DE CORBERA / CALL. SANTA FELICIDAD,58,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,,Conductor,De 21 a 24 años,Hombre,,,444827.489,4475319.147,N,,Bicicleta,
137,2023S011597,25/03/2023,12:30:00,"AVDA. LUIS ARAGONES, 4",4,20,SAN BLAS-CANILLEJAS,Caída,Despejado,,Conductor,De 45 a 49 años,Hombre,2.0,,448730.882,4476399.252,N,,Bicicleta,Ingreso inferior o igual a 24 horas
138,2023S011620,25/03/2023,15:30:00,"CALL. ALBERTO AGUILERA, 32",32,7,CHAMBERÍ,Caída,Despejado,,Conductor,De 21 a 24 años,Hombre,7.0,,439691.482,4475746.43,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
139,2023S011761,26/03/2023,14:18:00,"CALL. VERSALLES, 77",77,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,,Conductor,De 10 a 14 años,Hombre,7.0,,447698.721,4474161.423,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
140,2023S011761,26/03/2023,14:18:00,"CALL. VERSALLES, 77",77,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,,Conductor,De 10 a 14 años,Hombre,3.0,,447698.721,4474161.423,N,,Bicicleta,Ingreso superior a 24 horas
141,2023S011772,26/03/2023,17:45:00,"CALL. RECTOR ROYO-VILLANOVA, 6",6,9,MONCLOA-ARAVACA,Caída,Despejado,,Conductor,De 21 a 24 años,Hombre,7.0,,439234.148,4478019.185,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
142,2023S011778,26/03/2023,18:55:00,"PASEO. ACACIAS, 63",63,2,ARGANZUELA,Alcance,Despejado,,Conductor,De 30 a 34 años,Hombre,2.0,,439511.965,4472556.7,N,,Bicicleta,Ingreso inferior o igual a 24 horas
143,2023S011810,27/03/2023,0:50:00,"CALL. RIBERA DE CURTIDORES, 31",31,1,CENTRO,Caída,Despejado,,Conductor,De 25 a 29 años,Hombre,2.0,,439998.035,4473227.702,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
144,2023S011892,27/03/2023,21:00:00,"CALL. NUÑEZ DE BALBOA, 107",107,4,SALAMANCA,Alcance,Despejado,,Conductor,De 60 a 64 años,Hombre,14.0,,442165.615,4476359.608,N,,Bicicleta,Sin asistencia sanitaria
145,2023S011898,27/03/2023,0:17:00,"CALL. CANARIAS, 47",47,2,ARGANZUELA,Otro,Despejado,,Conductor,Desconocido,Desconocido,,,441439.243,4472572.731,N,,Bicicleta,
146,2023S011942,28/03/2023,16:50:00,CALL. CONDE DE PEÑALVER / CALL. MALDONADO,63,4,SALAMANCA,Colisión fronto-lateral,Despejado,,Conductor,De 40 a 44 años,Hombre,,,442739.53,4476089.521,N,,Bicicleta,
147,2023S012292,30/03/2023,10:20:00,CALL. PRINCIPE DE VERGARA / FRANCISCO,103,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,,Conductor,De 30 a 34 años,Mujer,2.0,,442407.654,4476681.096,N,,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas
148,2023S012407,31/03/2023,6:00:00,"PASEO. PINTOR ROSALES, 82",82,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,,Conductor,De 18 a 20 años,Hombre,1.0,,438479.282,4475995.424,N,,Bicicleta EPAC (pedaleo asistido),Atención en urgencias sin posterior ingreso
149,2023S012440,31/03/2023,12:20:00,CALL. CONVENIO / CALL. MENDEZ ALVARO,25,13,PUENTE DE VALLECAS,Caída,Despejado,,Conductor,De 40 a 44 años,Hombre,7.0,,442959.868,4471483.904,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
150,2023S012806,01/04/2023,6:25:00,"CALL. FUENTE DE LIMA, 22",22,10,LATINA,Choque contra obstáculo fijo,Despejado,,Conductor,De 30 a 34 años,Hombre,2.0,,433682.636,4470526.527,N,,Bicicleta,Ingreso inferior o igual a 24 horas
151,2023S013100,03/04/2023,9:03:00,"CALL. SANTA ENGRACIA, 101",101,7,CHAMBERÍ,Atropello a persona,Despejado,,Conductor,De 40 a 44 años,Hombre,7.0,,440660.388,4476480.217,N,,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria sólo en el lugar del accidente
152,2023S013100,03/04/2023,9:03:00,"CALL. SANTA ENGRACIA, 101",101,7,CHAMBERÍ,Atropello a persona,Despejado,,Peatón,De 65 a 69 años,Hombre,7.0,,440660.388,4476480.217,N,,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria sólo en el lugar del accidente
153,2023S013101,02/04/2023,14:00:00,A LA ALTURA DE CAMINO DEL SANTO,0,9,MONCLOA-ARAVACA,Caída,Despejado,,Conductor,De 18 a 20 años,Hombre,1.0,,435668.743,4474462.765,N,,Bicicleta,Atención en urgencias sin posterior ingreso
154,2023S013283,05/04/2023,17:00:00,PASEO. CHOPERA / MADRI RIO,14,2,ARGANZUELA,Atropello a animal,Despejado,,Conductor,De 50 a 54 años,Hombre,7.0,,440617.869,4471402.891,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
155,2023S013361,05/04/2023,19:05:00,"PLAZA. VIRGEN DEL ROMERO, 3",3,15,CIUDAD LINEAL,Atropello a persona,Despejado,,Conductor,De 35 a 39 años,Hombre,14.0,,444748.826,4476672.596,N,,Bicicleta,Sin asistencia sanitaria
156,2023S013361,05/04/2023,19:05:00,"PLAZA. VIRGEN DEL ROMERO, 3",3,15,CIUDAD LINEAL,Atropello a persona,Despejado,,Peatón,Más de 74 años,Mujer,7.0,,444748.826,4476672.596,N,,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente
157,2023S013762,07/04/2023,19:15:00,GTA. PINTOR SOROLLA / CALL. ELOY GONZALO,2,7,CHAMBERÍ,Atropello a persona,Despejado,,Conductor,De 30 a 34 años,Hombre,14.0,,440703.727,4476264.49,N,,Bicicleta,Sin asistencia sanitaria
158,2023S013762,07/04/2023,19:15:00,GTA. PINTOR SOROLLA / CALL. ELOY GONZALO,2,7,CHAMBERÍ,Atropello a persona,Despejado,,Peatón,De 65 a 69 años,Hombre,,,440703.727,4476264.49,N,,Bicicleta,
159,2023S014044,08/04/2023,12:25:00,"CALL. LOPEZ DE HOYOS, 202",202,5,CHAMARTÍN,Alcance,Despejado,,Conductor,De 65 a 69 años,Mujer,14.0,,443421.399,4477772.907,N,,Bicicleta EPAC (pedaleo asistido),Sin asistencia sanitaria
160,2023S014081,08/04/2023,16:15:00,"CTRA. TELEFERICO, 1 - CASA DE CAMPO",1,9,MONCLOA-ARAVACA,Caída,Despejado,,Conductor,De 40 a 44 años,Hombre,1.0,,437178.851,4474828.468,N,,Bicicleta,Atención en urgencias sin posterior ingreso
161,2023S014083,08/04/2023,18:30:00,CALL. HORTALEZA / CALL. FERNANDO VI,120,1,CENTRO,Colisión lateral,Despejado,,Conductor,De 55 a 59 años,Hombre,1.0,,440856.691,4475269.041,N,,Bicicleta,Atención en urgencias sin posterior ingreso
162,2023S014089,08/04/2023,16:55:00,"CALL. GRAN VIA, 22",22,1,CENTRO,Alcance,Despejado,,Conductor,De 25 a 29 años,Hombre,,,440662.009,4474576.584,N,,Bicicleta,
163,2023S014438,09/04/2023,18:00:00,"CALL. CONDES DEL VAL, 11",11,5,CHAMARTÍN,Atropello a persona,Despejado,,Conductor,De 21 a 24 años,Hombre,7.0,,442044.932,4478584.831,N,,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria sólo en el lugar del accidente
